Family,Sub-family,Address,Barcode,Base Unit,Branch,Brand,City,Client Category 1,Client Category 2,Client Category 3,Client Code,Client ID,Client Name,Cost Center,Cur,Date,Invoice,Product Code,Product Description,Product Name,Project,Unit,Year,Amount,Amount  LBP,Amount  USD,Gross Amount,Gross Amount  LBP,Gross Amount  USD,Net Amount,Net Amount  LBP,Net Amount  USD,Net Quantity,Net Selling,Quantity
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2024,527.8,47238100,527.8,527.8,47238100,527.8,527.8,0,527.8,1,527.8,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2024,250,22375000,250,250,22375000,250,250,0,250,1,250,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,8/2/2024,SA/2024/122,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2024,20,1790000,20,20,1790000,20,22.2,196900,22.2,1,20,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2024,1627.8,145688100,1627.8,1627.8,145688100,1627.8,1627.8,0,1627.8,3,1627.8,3
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2024,750,67125000,750,750,67125000,750,750,0,750,3,750,3
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,8/11/2023,SA/2023/532,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2023,20,1789000,20,20,1789000,20,22.2,188100,22.2,1,20,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2023,1077.8,96409210,1077.8,1077.8,96409210,1077.8,1077.8,0,1077.8,2,1077.8,2
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2023,500,44725000,500,500,44725000,500,500,0,500,2,500,2
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,SA/2023/533,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2023,20,1789000,20,20,1789000,20,22.2,188100,22.2,1,20,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2023,527.8,47211710,527.8,527.8,47211710,527.8,527.8,0,527.8,1,527.8,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2023,250,22362500,250,250,22362500,250,250,0,250,1,250,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,8/12/2023,SA/2023/663,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2023,20,1784000,20,20,1784000,20,22.2,188100,22.2,1,20,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2023,1077.8,96139760,1077.8,1077.8,96139760,1077.8,1077.8,0,1077.8,2,1077.8,2
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2023,500,44600000,500,500,44600000,500,500,0,500,2,500,2
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,9/11/2023,SA/2023/544,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2023,20,1789000,20,20,1789000,20,22.2,188100,22.2,1,20,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2023,527.8,47211710,527.8,527.8,47211710,527.8,527.8,0,527.8,1,527.8,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2023,250,22362500,250,250,22362500,250,250,0,250,1,250,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,10/1/2024,SA/2024/32,SF-IMP-FOR-ORV,,FORMALITIES AGAINST OFFICIAL RECEIPT,Shipment,Pcs,2024,470,42065000,470,470,42065000,470,470,0,470,1,470,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,SA/2024/33,SF-IMP-FOR-ORV,,FORMALITIES AGAINST OFFICIAL RECEIPT,Shipment,Pcs,2024,470,42065000,470,470,42065000,470,470,0,470,1,470,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,12/9/2024,SA/2024/917,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2024,20,1790000,20,20,1790000,20,22.2,196900,22.2,1,20,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2024,527.8,47238100,527.8,527.8,47238100,527.8,527.8,0,527.8,1,527.8,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2024,250,22375000,250,250,22375000,250,250,0,250,1,250,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,SA/2024/930,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2024,20,1790000,20,20,1790000,20,22.2,196900,22.2,1,20,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2024,1077.8,96463100,1077.8,1077.8,96463100,1077.8,1077.8,0,1077.8,2,1077.8,2
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2024,500,44750000,500,500,44750000,500,500,0,500,2,500,2
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,12/12/2024,SA/2024/1324,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2024,20,1790000,20,20,1790000,20,22.2,196900,22.2,1,20,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2024,1077.8,96463100,1077.8,1077.8,96463100,1077.8,1077.8,0,1077.8,2,1077.8,2
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2024,500,44750000,500,500,44750000,500,500,0,500,2,500,2
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,13/02/2024,SA/2024/128,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2024,20,1790000,20,20,1790000,20,22.2,196900,22.2,1,20,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2024,527.8,47238100,527.8,527.8,47238100,527.8,527.8,0,527.8,1,527.8,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2024,250,22375000,250,250,22375000,250,250,0,250,1,250,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,13/12/2023,SA/2023/672,SF-IMP-FOR-ORV,,FORMALITIES AGAINST OFFICIAL RECEIPT,Shipment,Pcs,2023,1060,94552000,1060,1060,94552000,1060,1060,0,1060,3,1060,3
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,SA/2023/673,SF-IMP-FOR-ORV,,FORMALITIES AGAINST OFFICIAL RECEIPT,Shipment,Pcs,2023,1030,91876000,1030,1030,91876000,1030,1030,0,1030,3,1030,3
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,16/10/2023,SA/2023/366,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2023,20,1789000,20,20,1789000,20,22.2,188100,22.2,1,20,1
SEA FREIGHT,IMPORT,JAFZA North - Mina Jebel Ali - Jebel Ali Freezone - Dubai,,Pcs,GIFCO 2023,DEFAULT,,Default,,,,1451,M.E.S FZCO,OPERATION ACTIVITIES,USD,16/10/2023,SA/2023/366,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2023,527.8,47211710,527.8,527.8,47211710,527.8,527.8,0,527.8,1,527.8,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2023,250,22362500,250,250,22362500,250,250,0,250,1,250,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,SA/2023/367,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2023,20,1789000,20,20,1789000,20,22.2,188100,22.2,1,20,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2023,1627.8,145606710,1627.8,1627.8,145606710,1627.8,1627.8,0,1627.8,3,1627.8,3
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2023,750,67087500,750,750,67087500,750,750,0,750,3,750,3
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,19/08/2024,SA/2024/753,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2024,20,1790000,20,20,1790000,20,22.2,196900,22.2,1,20,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2024,527.8,47238100,527.8,527.8,47238100,527.8,527.8,0,527.8,1,527.8,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2024,250,22375000,250,250,22375000,250,250,0,250,1,250,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,SA/2024/754,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2024,20,1790000,20,20,1790000,20,22.2,196900,22.2,1,20,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2024,527.8,47238100,527.8,527.8,47238100,527.8,527.8,0,527.8,1,527.8,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2024,250,22375000,250,250,22375000,250,250,0,250,1,250,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,21/09/2023,SA/2023/171,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2023,20,1789000,20,20,1789000,20,22.2,188100,22.2,1,20,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2023,2177.8,194804210,2177.8,2177.8,194804210,2177.8,2177.8,0,2177.8,1,2177.8,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2023,1000,89450000,1000,1000,89450000,1000,1000,0,1000,1,1000,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,SA/2023/172,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2023,20,1789000,20,20,1789000,20,22.2,188100,22.2,1,20,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2023,527.8,47211710,527.8,527.8,47211710,527.8,527.8,0,527.8,1,527.8,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2023,250,22362500,250,250,22362500,250,250,0,250,1,250,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,23/10/2023,SA/2023/429,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2023,20,1789000,20,20,1789000,20,22.2,188100,22.2,1,20,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2023,527.8,47211710,527.8,527.8,47211710,527.8,527.8,0,527.8,1,527.8,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2023,250,22362500,250,250,22362500,250,250,0,250,1,250,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,24/11/2023,SA/2023/601,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2023,20,1789000,20,20,1789000,20,22.2,188100,22.2,1,20,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2023,527.8,47211710,527.8,527.8,47211710,527.8,527.8,0,527.8,1,527.8,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2023,250,22362500,250,250,22362500,250,250,0,250,1,250,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,SA/2023/602,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2023,20,1789000,20,20,1789000,20,22.2,188100,22.2,1,20,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2023,527.8,47211710,527.8,527.8,47211710,527.8,527.8,0,527.8,1,527.8,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2023,250,22362500,250,250,22362500,250,250,0,250,1,250,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,SA/2023/603,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2023,20,1789000,20,20,1789000,20,22.2,188100,22.2,1,20,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2023,527.8,47211710,527.8,527.8,47211710,527.8,527.8,0,527.8,1,527.8,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2023,250,22362500,250,250,22362500,250,250,0,250,1,250,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,SA/2023/604,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2023,20,1789000,20,20,1789000,20,22.2,188100,22.2,1,20,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2023,2177.8,194804210,2177.8,2177.8,194804210,2177.8,2177.8,0,2177.8,4,2177.8,4
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2023,1000,89450000,1000,1000,89450000,1000,1000,0,1000,4,1000,4
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,26/02/2024,SA/2024/156,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2024,20,1790000,20,20,1790000,20,22.2,196900,22.2,1,20,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2024,1077.8,96463100,1077.8,1077.8,96463100,1077.8,1077.8,0,1077.8,2,1077.8,2
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2024,500,44750000,500,500,44750000,500,500,0,500,2,500,2
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,26/08/2024,SA/2024/781,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2024,20,1790000,20,20,1790000,20,22.2,196900,22.2,1,20,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2024,527.8,47238100,527.8,527.8,47238100,527.8,527.8,0,527.8,1,527.8,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2024,250,22375000,250,250,22375000,250,250,0,250,1,250,1
SEA FREIGHT,IMPORT,JAFZA North - Mina Jebel Ali - Jebel Ali Freezone - Dubai,,Pcs,GIFCO 2023,DEFAULT,,Default,,,,1451,M.E.S FZCO,OPERATION ACTIVITIES,USD,27/10/2023,SA/2023/471,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2023,20,1789000,20,20,1789000,20,22.2,188100,22.2,1,20,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2023,1627.8,145606710,1627.8,1627.8,145606710,1627.8,1627.8,0,1627.8,3,1627.8,3
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2023,750,67087500,750,750,67087500,750,750,0,750,3,750,3
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,27/11/2023,SA/2023/611,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2023,20,1789000,20,20,1789000,20,22.2,188100,22.2,1,20,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2023,527.8,47211710,527.8,527.8,47211710,527.8,527.8,0,527.8,1,527.8,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2023,250,22362500,250,250,22362500,250,250,0,250,1,250,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,30/10/2023,SA/2023/483,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2023,20,1789000,20,20,1789000,20,22.2,188100,22.2,1,20,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2023,527.8,47211710,527.8,527.8,47211710,527.8,527.8,0,527.8,1,527.8,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2023,250,22362500,250,250,22362500,250,250,0,250,1,250,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,SA/2023/484,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2023,20,1789000,20,20,1789000,20,22.2,188100,22.2,1,20,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2023,527.8,47211710,527.8,527.8,47211710,527.8,527.8,0,527.8,1,527.8,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2023,250,22362500,250,250,22362500,250,250,0,250,1,250,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,SA/2023/485,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2023,20,1789000,20,20,1789000,20,22.2,188100,22.2,1,20,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2023,1077.8,96409210,1077.8,1077.8,96409210,1077.8,1077.8,0,1077.8,2,1077.8,2
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2023,500,44725000,500,500,44725000,500,500,0,500,2,500,2
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,SA/2023/486,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2023,20,1789000,20,20,1789000,20,22.2,188100,22.2,1,20,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2023,2177.8,194804210,2177.8,2177.8,194804210,2177.8,2177.8,0,2177.8,4,2177.8,4
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2023,1000,89450000,1000,1000,89450000,1000,1000,0,1000,4,1000,4
SEA FREIGHT,IMPORT,"Jal El Dib- BEC Tower, 10th Floor-",,Pcs,GIFCO 2023,DEFAULT,,Default,,,,1603,E.G.R Consumer LTD,OPERATION ACTIVITIES,USD,19/08/2024,SA/2024/752,SF-IMP-DET,,DETENTION,Shipment,Pcs,2024,565,50567500,565,565,50567500,565,565,0,565,2,565,2
SEA FREIGHT,IMPORT,Juba,,Pcs,GIFCO 2023,DEFAULT,,Default,,,GFC-012946,243,GIFCO JUBA(NEW),OPERATION ACTIVITIES,LBP,8/9/2023,SA/2023/110,SF-IMP-FOR-ORV,,FORMALITIES AGAINST OFFICIAL RECEIPT,Shipment,Pcs,2023,189892000,189892000,2126.7904,189892000,189892000,2126.7904,189892000,0,2126.7904,7,189892000,7
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,USD,8/9/2023,SA/2023/111,SF-IMP-FOR-ORV,,FORMALITIES AGAINST OFFICIAL RECEIPT,Shipment,Pcs,2023,2732,243967600,2732,2732,243967600,2732,2732,0,2732,4,2732,4
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-LOC-TRP-VAT,,LOCAL TRANSPORTATION (VAT),Shipment,Pcs,2023,140,12502000,140,140,12502000,140,155.4,1316700,155.4,1,140,1
SEA FREIGHT,IMPORT,"KAA EL RIM
BEKAA",,Pcs,GIFCO 2023,DEFAULT,,Default,,,,1624,SANITARY PAPER CO. MIMOSA,OPERATION ACTIVITIES,USD,17/10/2024,SA/2024/1095,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2024,20,1790000,20,20,1790000,20,22.2,196900,22.2,1,20,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2024,240.8,21551600,240.8,240.8,21551600,240.8,240.8,0,240.8,1,240.8,1
SEA FREIGHT,IMPORT,LEBANON - SAIDA,,Pcs,GIFCO 2023,DEFAULT,,Default,,,,1524,HUSSEIN RABAH,OPERATION ACTIVITIES,USD,18/01/2024,SA/2024/62,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2024,8200,733900000,8200,8200,733900000,8200,8200,0,8200,1,8200,1
SEA FREIGHT,IMPORT,Lebanon,,Pcs,GIFCO 2023,DEFAULT,,Default,,,GFC-008860,295,Jomaa trading & contracting,OPERATION ACTIVITIES,LBP,18/11/2024,SA/2024/1244,SF-IMP-FOR-ORV,,FORMALITIES AGAINST OFFICIAL RECEIPT,Shipment,Pcs,2024,4101000,4101000,45.80817,4101000,4101000,45.80817,4101000,0,45.80817,2,4101000,2
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,USD,1/10/2024,SA/2024/1032,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2024,80,7160000,80,80,7160000,80,88.8,787600,88.8,2,80,2
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2024,264,23628000,264,264,23628000,264,264,0,264,2,264,2
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2024,3795,339652500,3795,3795,339652500,3795,3795,0,3795,1,3795,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,18/11/2024,SA/2024/1243,SF-IMP-FOR-ORV,,FORMALITIES AGAINST OFFICIAL RECEIPT,Shipment,Pcs,2024,378,33831000,378,378,33831000,378,378,0,378,3,378,3
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-LOC-TRP-VAT,,LOCAL TRANSPORTATION (VAT),Shipment,Pcs,2024,210,18795000,210,210,18795000,210,233.1,2067450,233.1,1,210,1
SEA FREIGHT,IMPORT,"MATN
BOUSHRIYEH
",,Pcs,GIFCO 2023,DEFAULT,,Default,,,,1644,OLTRADE GENERAL TRADING IMPORT ,OPERATION ACTIVITIES,USD,26/12/2024,SA/2024/1379,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2024,20,1790000,20,20,1790000,20,22.2,196900,22.2,1,20,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2024,545.8,48849100,545.8,545.8,48849100,545.8,545.8,0,545.8,1,545.8,1
SEA FREIGHT,IMPORT,MAZRAAT YACHOUH-METN,,Pcs,GIFCO 2023,DEFAULT,,Default,,,,1602,DOMANCO SARL,OPERATION ACTIVITIES,USD,14/10/2024,SA/2024/1086,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2024,20,1790000,20,20,1790000,20,22.2,196900,22.2,1,20,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2024,573.8,51355100,573.8,573.8,51355100,573.8,573.8,0,573.8,1,573.8,1
SEA FREIGHT,IMPORT,"MECIDIYEKOY MH. BUYUKDERE CD.
",,Pcs,GIFCO 2023,DEFAULT,,Default,,,,1539,MARK GLOBAL LOJISTIK A.S,OPERATION ACTIVITIES,USD,28/02/2024,SA/2024/162,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2024,100,8950000,100,100,8950000,100,100,0,100,1,0,1
SEA FREIGHT,IMPORT,"MONT LIBAN
BAABDA HADATH
",,Pcs,GIFCO 2023,DEFAULT,,Default,,,,1491,ABS LIMITED SARL,OPERATION ACTIVITIES,LBP,5/4/2024,SA/2024/304,SF-IMP-FOR-ORV,,FORMALITIES AGAINST OFFICIAL RECEIPT,Shipment,Pcs,2024,4816000,4816000,53.79472,4816000,4816000,53.79472,4816000,0,53.79472,4,4816000,4
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,12/1/2024,SA/2024/41,SF-IMP-BANK,,BANK CHARGES,Shipment,Pcs,2024,2300000,2300000,25.691,2300000,2300000,25.691,2300000,0,25.691,1,2300000,1
